구분,항공사,편명,출발지,도착지,출발시간,도착시간,운항요일,운항시작기간,운항종료기간,데이터기준일자
도착,에어부산,BX8101,부산/김해,제주,06:50,07:55,월+화+수+목+금+토+일,2024-03-31,2024-06-30,2024-06-19
도착,에어부산,BX8101,부산/김해,제주,06:50,07:55,화+수+목+토+일,2024-07-01,2024-07-15,2024-06-19
도착,에어부산,BX8101,부산/김해,제주,06:50,07:55,금,2024-07-01,2024-07-15,2024-06-19
도착,에어부산,BX8101,부산/김해,제주,06:50,07:55,월,2024-07-01,2024-07-15,2024-06-19
도착,에어부산,BX8101,부산/김해,제주,06:50,07:55,월+화+수+목+금+토+일,2024-07-16,2024-10-26,2024-06-19
도착,아시아나항공,OZ8231,청주,제주,06:50,07:55,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW9711,서울/김포,제주,06:50,08:00,수+목,2024-06-01,2024-06-25,2024-06-19
도착,이스타항공,ZE205,서울/김포,제주,06:50,08:00,월+화+수+목+금+토+일,2024-04-21,2024-10-26,2024-06-19
도착,제주항공,7C105,서울/김포,제주,07:00,08:10,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1017,서울/김포,제주,07:00,08:10,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1505,부산/김해,제주,07:00,08:00,월+화+수+목+금+토+일,2024-03-31,2024-06-30,2024-06-19
도착,대한항공,KE1505,부산/김해,제주,07:00,08:00,월+화+수+목+금+토+일,2024-07-01,2024-10-26,2024-06-19
도착,티웨이항공,TW703,서울/김포,제주,07:00,08:10,월+화+수+목+금+토+일,2024-06-01,2024-06-30,2024-06-19
도착,티웨이항공,TW703,서울/김포,제주,07:00,08:10,월+화+수+목+금+토+일,2024-07-01,2024-07-09,2024-06-19
도착,티웨이항공,TW703,서울/김포,제주,07:00,08:10,월+화+수+목+금+토+일,2024-07-10,2024-10-26,2024-06-19
도착,에어부산,BX8013,서울/김포,제주,07:10,08:30,화+수+토,2024-03-31,2024-10-26,2024-06-19
도착,에어부산,BX8013,서울/김포,제주,07:10,08:30,월+목+일,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1019,서울/김포,제주,07:10,08:25,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,에어부산,BX8041,서울/김포,제주,07:20,08:35,화,2024-03-31,2024-10-26,2024-06-19
도착,에어부산,BX8041,서울/김포,제주,07:20,08:30,월+금+일,2024-03-31,2024-10-26,2024-06-19
도착,진에어,LJ401,청주,제주,07:20,08:25,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8913,서울/김포,제주,07:25,08:35,월+화+수+목+금+토+일,2024-06-01,2024-06-25,2024-06-19
도착,아시아나항공,OZ8913,서울/김포,제주,07:25,08:35,월+화+수+목+금+토+일,2024-06-26,2024-10-26,2024-06-19
도착,에어부산,BX8107,부산/김해,제주,07:30,08:35,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1023,서울/김포,제주,07:30,08:40,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,에어부산,BX8103,부산/김해,제주,07:35,08:35,금,2024-03-31,2024-10-26,2024-06-19
도착,제주항공,7C107,서울/김포,제주,07:40,08:50,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,제주항공,7C309,무안,제주,07:40,08:40,수,2024-04-24,2024-10-15,2024-06-19
도착,에어부산,BX8041,서울/김포,제주,07:40,09:00,수+토,2024-03-31,2024-10-26,2024-06-19
도착,진에어,LJ561,부산/김해,제주,07:40,08:40,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,진에어,LJ421,대구,제주,07:45,08:50,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,이스타항공,ZE701,청주,제주,07:45,08:50,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,이스타항공,ZE207,서울/김포,제주,07:55,09:05,월+화+수+목+금+토+일,2024-06-16,2024-10-26,2024-06-19
도착,에어부산,BX8133,부산/김해,제주,08:00,09:00,월+화+목+금+일,2024-03-31,2024-10-26,2024-06-19
도착,제주항공,7C503,부산/김해,제주,08:05,09:05,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,에어부산,BX8027,서울/김포,제주,08:05,09:25,수+목+토,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW705,서울/김포,제주,08:05,09:15,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1033,서울/김포,제주,08:10,09:20,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,진에어,LJ467,무안,제주,08:15,09:10,목+일,2024-05-09,2024-09-29,2024-06-19
도착,제주항공,7C701,대구,제주,08:20,09:35,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8921,서울/김포,제주,08:20,09:35,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,에어로케이항공,RF601,청주,제주,08:20,09:25,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1045,서울/김포,제주,08:25,09:35,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8925,서울/김포,제주,08:30,09:40,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,제주항공,7C309,무안,제주,08:40,09:40,월+금+일,2024-04-24,2024-10-24,2024-06-19
도착,에어부산,BX8025,서울/김포,제주,08:40,10:00,화+금,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8945,서울/김포,제주,08:40,09:50,목,2024-06-20,2024-06-27,2024-06-19
도착,티웨이항공,TW9871,청주,제주,08:40,09:55,화+목+토+일,2024-06-01,2024-06-30,2024-06-19
도착,티웨이항공,TW9873,청주,제주,08:50,10:05,화,2024-06-01,2024-06-30,2024-06-19
도착,티웨이항공,TW803,대구,제주,08:55,09:55,월+화+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW901,광주,제주,08:55,09:50,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW9873,청주,제주,08:55,10:05,월+수+금,2024-06-01,2024-06-30,2024-06-19
도착,제주항공,7C109,서울/김포,제주,09:00,10:10,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,제주항공,7C505,부산/김해,제주,09:00,10:05,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1049,서울/김포,제주,09:00,10:10,월+화+수+목+금+토+일,2024-06-01,2024-10-26,2024-06-19
도착,티웨이항공,TW9873,청주,제주,09:10,10:15,목+토+일,2024-06-01,2024-06-30,2024-06-19
도착,대한항공,KE1707,청주,제주,09:15,10:25,월+화+수+목+금+토+일,2024-03-31,2024-06-30,2024-06-19
도착,대한항공,KE1707,청주,제주,09:15,10:25,월+화+수+목+금+토+일,2024-07-01,2024-10-26,2024-06-19
도착,진에어,LJ451,광주,제주,09:15,10:10,월+화+수+금+토,2024-05-09,2024-09-29,2024-06-19
도착,진에어,LJ451,광주,제주,09:15,10:10,월+화+수+목+금+토+일,2024-09-30,2024-10-26,2024-06-19
도착,제주항공,7C111,서울/김포,제주,09:25,10:35,월+수+목+금+일,2024-03-31,2024-10-26,2024-06-19
도착,제주항공,7C309,무안,제주,09:30,10:30,목,2024-06-13,2024-06-27,2024-06-19
도착,대한항공,KE1055,서울/김포,제주,09:30,10:40,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,진에어,LJ461,여수,제주,09:30,10:25,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8123,대구,제주,09:30,10:30,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW805,대구,제주,09:35,10:35,수,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8945,서울/김포,제주,09:40,10:50,화,2024-06-25,2024-06-25,2024-06-19
도착,에어서울,RS903,서울/김포,제주,09:45,10:55,월+화+수,2024-05-27,2024-10-23,2024-06-19
도착,에어서울,RS903,서울/김포,제주,09:45,10:55,목+금+일,2024-05-27,2024-10-25,2024-06-19
도착,에어서울,RS903,서울/김포,제주,09:45,10:55,토,2024-05-27,2024-06-29,2024-06-19
도착,에어서울,RS903,서울/김포,제주,09:45,10:55,토,2024-07-06,2024-10-26,2024-06-19
도착,티웨이항공,TW707,서울/김포,제주,09:45,10:55,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8927,서울/김포,제주,09:50,11:00,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,이스타항공,ZE209,서울/김포,제주,09:50,11:05,월+화+수+목+금+토+일,2024-05-01,2024-10-26,2024-06-19
도착,제주항공,7C851,청주,제주,09:55,11:05,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1515,부산/김해,제주,09:55,10:55,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8141,광주,제주,09:55,10:45,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW805,대구,제주,10:05,11:05,월+화+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,제주항공,7C601,광주,제주,10:10,11:00,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,진에어,LJ423,대구,제주,10:10,11:10,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1519,부산/김해,제주,10:15,11:15,수+금+일,2024-07-19,2024-10-26,2024-06-19
도착,아시아나항공,OZ8931,서울/김포,제주,10:15,11:25,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,이스타항공,ZE709,청주,제주,10:15,11:20,월+화+수+목+금+토+일,2024-04-15,2024-06-30,2024-06-19
도착,대한항공,KE1517,부산/김해,제주,10:25,11:25,월+화+수+목+금+토+일,2024-03-31,2024-06-30,2024-06-19
도착,대한항공,KE1517,부산/김해,제주,10:25,11:25,월+화+수+목+금+토+일,2024-07-01,2024-10-26,2024-06-19
도착,티웨이항공,TW815,대구,제주,10:25,11:25,화+수+목+토+일,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW815,대구,제주,10:25,11:25,월+금,2024-06-17,2024-06-30,2024-06-19
도착,제주항공,7C113,서울/김포,제주,10:30,11:30,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,진에어,LJ505,서울/김포,제주,10:30,11:40,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW709,서울/김포,제주,10:30,11:40,화+목+토,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1073,서울/김포,제주,10:35,11:45,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1075,서울/김포,제주,10:40,11:55,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1607,광주,제주,10:40,11:35,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8935,서울/김포,제주,10:40,11:50,월+화+수+목+금+토+일,2024-06-11,2024-10-26,2024-06-19
도착,진에어,LJ435,포항/포항경주,제주,10:45,11:50,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1081,서울/김포,제주,10:50,12:00,월+수+금+일,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1709,청주,제주,10:50,12:00,화+목+토,2024-03-31,2024-10-26,2024-06-19
도착,이스타항공,ZE211,서울/김포,제주,10:50,12:00,월+수+목+금+일,2024-07-01,2024-09-15,2024-06-19
도착,이스타항공,ZE211,서울/김포,제주,10:50,12:00,월+화+수+목+금+토+일,2024-09-16,2024-10-26,2024-06-19
도착,에어부산,BX8029,서울/김포,제주,10:55,12:15,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW711,서울/김포,제주,10:55,12:05,수,2024-03-31,2024-10-26,2024-06-19
도착,이스타항공,ZE211,서울/김포,제주,10:55,12:05,월+화+수+목+금+토+일,2024-04-21,2024-06-30,2024-06-19
도착,이스타항공,ZE211,서울/김포,제주,10:55,12:05,화+토,2024-07-01,2024-09-15,2024-06-19
도착,이스타항공,ZE709,청주,제주,11:00,12:05,월+수+목+금+일,2024-07-01,2024-09-15,2024-06-19
도착,이스타항공,ZE709,청주,제주,11:00,12:05,월+화+수+목+금+토+일,2024-09-16,2024-10-26,2024-06-19
도착,이스타항공,ZE301,군산,제주,11:05,12:05,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,진에어,LJ471,원주,제주,11:10,12:25,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,진에어,LJ507,서울/김포,제주,11:10,12:20,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,제주항공,7C801,청주,제주,11:15,12:20,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8941,서울/김포,제주,11:15,12:25,월+화+수+목+금+토+일,2024-06-01,2024-06-25,2024-06-19
도착,아시아나항공,OZ8941,서울/김포,제주,11:15,12:25,월+화+수+목+금+토+일,2024-06-26,2024-10-26,2024-06-19
도착,대한항공,KE1569,대구,제주,11:20,12:30,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW713,서울/김포,제주,11:25,12:40,월+화+수+목+금+토+일,2024-06-01,2024-06-30,2024-06-19
도착,티웨이항공,TW713,서울/김포,제주,11:25,12:40,월+화+수+목+금+토+일,2024-07-01,2024-07-09,2024-06-19
도착,에어부산,BX8183,부산/김해,제주,11:30,12:35,월+화+수+목+금+토+일,2024-06-01,2024-10-26,2024-06-19
도착,제주항공,7C115,서울/김포,제주,11:35,12:45,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,진에어,LJ403,청주,제주,11:35,12:40,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW9713,서울/김포,제주,11:40,12:50,일,2024-06-01,2024-06-25,2024-06-19
도착,이스타항공,ZE213,서울/김포,제주,11:40,12:50,월+화+수+목+금+토+일,2024-06-16,2024-10-26,2024-06-19
도착,에어부산,BX8109,부산/김해,제주,11:45,12:45,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8197,여수,제주,11:45,12:35,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW713,서울/김포,제주,11:45,12:55,월+화+수+목+금+토+일,2024-07-10,2024-10-26,2024-06-19
도착,대한항공,KE1091,서울/김포,제주,11:55,13:05,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW9713,서울/김포,제주,11:55,13:05,월+수+목+금+토,2024-06-01,2024-06-25,2024-06-19
도착,티웨이항공,TW9713,서울/김포,제주,11:55,13:05,수+목+금+토+일,2024-06-26,2024-06-30,2024-06-19
도착,제주항공,7C117,서울/김포,제주,12:05,13:15,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,진에어,LJ563,부산/김해,제주,12:05,13:05,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW903,광주,제주,12:05,12:55,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,제주항공,7C509,부산/김해,제주,12:20,13:20,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8947,서울/김포,제주,12:20,13:35,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8949,서울/김포,제주,12:25,13:35,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,제주항공,7C119,서울/김포,제주,12:35,13:45,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,진에어,LJ439,울산,제주,12:35,13:40,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,진에어,LJ463,군산,제주,12:45,13:45,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW9875,청주,제주,12:45,13:55,목+토+일,2024-06-01,2024-06-30,2024-06-19
도착,대한항공,KE1103,서울/김포,제주,12:50,14:00,월+화+수+목+금+토+일,2024-06-01,2024-10-26,2024-06-19
도착,대한항공,KE1107,서울/김포,제주,12:50,14:00,월+화+수+목+금+토+일,2024-06-01,2024-10-26,2024-06-19
도착,아시아나항공,OZ8143,광주,제주,12:50,13:50,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW715,서울/김포,제주,12:50,14:00,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8233,청주,제주,12:55,13:55,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8933,서울/김포,제주,12:55,14:05,목,2024-06-20,2024-06-27,2024-06-19
도착,이스타항공,ZE215,서울/김포,제주,12:55,14:05,월+수+금+일,2024-06-01,2024-06-30,2024-06-19
도착,이스타항공,ZE215,서울/김포,제주,12:55,14:05,월+수+금+일,2024-07-01,2024-10-26,2024-06-19
도착,대한항공,KE1113,서울/김포,제주,13:00,14:10,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8951,서울/김포,제주,13:00,14:10,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,제주항공,7C121,서울/김포,제주,13:10,14:20,월+수+목+금+일,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1611,광주,제주,13:10,14:05,월+금+토+일,2024-06-19,2024-07-18,2024-06-19
도착,대한항공,KE1611,광주,제주,13:10,14:05,월+화+수+목+금+토+일,2024-07-19,2024-10-26,2024-06-19
도착,대한항공,KE1115,서울/김포,제주,13:20,14:30,월+화+수+목+금+토+일,2024-03-31,2024-06-30,2024-06-19
도착,대한항공,KE1115,서울/김포,제주,13:20,14:30,월+화+수+목+금+토+일,2024-07-01,2024-10-26,2024-06-19
도착,티웨이항공,TW873,청주,제주,13:20,14:25,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW9717,서울/김포,제주,13:20,14:30,월+화+수+목+금+토+일,2024-04-15,2024-06-30,2024-06-19
도착,티웨이항공,TW719,서울/김포,제주,13:25,14:35,화+토,2024-03-31,2024-10-26,2024-06-19
도착,제주항공,7C123,서울/김포,제주,13:30,14:40,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,에어부산,BX8111,부산/김해,제주,13:30,14:30,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1121,서울/김포,제주,13:30,14:40,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,에어서울,RS905,서울/김포,제주,13:40,14:50,월+화+수+목+금+토+일,2024-05-27,2024-10-26,2024-06-19
도착,이스타항공,ZE217,서울/김포,제주,13:40,14:50,월+화+수+목+금+토+일,2024-05-28,2024-10-26,2024-06-19
도착,진에어,LJ425,대구,제주,13:45,14:45,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,진에어,LJ565,부산/김해,제주,13:45,14:45,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8933,서울/김포,제주,13:45,14:55,월,2024-06-24,2024-06-24,2024-06-19
도착,대한항공,KE1635,여수,제주,14:00,15:00,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8953,서울/김포,제주,14:00,15:10,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1717,청주,제주,14:05,15:15,월+화+수+목+금+토+일,2024-03-31,2024-06-30,2024-06-19
도착,대한항공,KE1717,청주,제주,14:05,15:15,월+화+수+목+금+토+일,2024-07-01,2024-10-26,2024-06-19
도착,진에어,LJ437,포항/포항경주,제주,14:05,15:10,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW721,서울/김포,제주,14:05,15:15,화+목+토,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1131,서울/김포,제주,14:15,15:25,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,진에어,LJ569,부산/김해,제주,14:15,15:20,월+화+수+목+금+토+일,2024-03-31,2024-06-30,2024-06-19
도착,진에어,LJ569,부산/김해,제주,14:15,15:20,월+화+수+목+금+토+일,2024-07-01,2024-10-26,2024-06-19
도착,대한항공,KE1595,울산,제주,14:25,15:35,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW723,서울/김포,제주,14:25,15:35,월+목+금+일,2024-03-31,2024-10-26,2024-06-19
도착,에어부산,BX8115,부산/김해,제주,14:35,15:40,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8957,서울/김포,제주,14:35,15:45,월+화+수+목+금+토+일,2024-09-01,2024-10-26,2024-06-19
도착,티웨이항공,TW723,서울/김포,제주,14:35,15:45,수,2024-03-31,2024-10-26,2024-06-19
도착,이스타항공,ZE219,서울/김포,제주,14:35,15:45,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,제주항공,7C125,서울/김포,제주,14:40,15:50,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,제주항공,7C511,부산/김해,제주,14:40,15:40,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8145,광주,제주,14:40,15:30,월+화+수+목+금+토+일,2024-07-01,2024-10-26,2024-06-19
도착,대한항공,KE1613,광주,제주,14:45,15:40,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,진에어,LJ509,서울/김포,제주,14:45,15:55,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8145,광주,제주,14:50,15:45,월+화+수+목+금+토+일,2024-06-11,2024-06-30,2024-06-19
도착,아시아나항공,OZ8961,서울/김포,제주,14:55,16:05,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,에어로케이항공,RF609,청주,제주,14:55,16:00,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,에어부산,BX8113,부산/김해,제주,15:00,16:00,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,에어부산,BX8021,서울/김포,제주,15:05,16:20,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8963,서울/김포,제주,15:05,16:15,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW905,광주,제주,15:05,16:00,월+수+금+일,2024-03-31,2024-10-26,2024-06-19
도착,제주항공,7C127,서울/김포,제주,15:10,16:20,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1147,서울/김포,제주,15:10,16:20,월+화+목+토,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW725,서울/김포,제주,15:15,16:25,월+화+수+목+금+토+일,2024-07-10,2024-10-26,2024-06-19
도착,티웨이항공,TW9715,서울/김포,제주,15:15,16:25,화,2024-06-01,2024-06-24,2024-06-19
도착,대한항공,KE1585,진주/사천,제주,15:20,16:20,수+금+일,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1153,서울/김포,제주,15:25,16:35,월+화+수+목+금+토+일,2024-05-13,2024-10-26,2024-06-19
도착,진에어,LJ511,서울/김포,제주,15:25,16:35,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW9715,서울/김포,제주,15:25,16:35,월+금,2024-06-01,2024-06-24,2024-06-19
도착,티웨이항공,TW9715,서울/김포,제주,15:25,16:35,수+목+금+일,2024-06-26,2024-06-30,2024-06-19
도착,제주항공,7C129,서울/김포,제주,15:30,16:40,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,진에어,LJ453,광주,제주,15:30,16:25,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW725,서울/김포,제주,15:35,16:45,월+화+수+목+금+토+일,2024-06-01,2024-06-30,2024-06-19
도착,티웨이항공,TW725,서울/김포,제주,15:35,16:45,월+화+수+목+금+토+일,2024-07-01,2024-07-09,2024-06-19
도착,티웨이항공,TW905,광주,제주,15:35,16:30,화+토,2024-03-31,2024-10-26,2024-06-19
도착,제주항공,7C513,부산/김해,제주,15:40,16:40,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,진에어,LJ427,대구,제주,15:40,16:45,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,이스타항공,ZE221,서울/김포,제주,15:40,16:50,월+화+수+목+금+토+일,2024-06-16,2024-10-26,2024-06-19
도착,제주항공,7C131,서울/김포,제주,15:55,17:05,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW875,청주,제주,15:55,17:10,월+화+수+금+토,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW875,청주,제주,15:55,17:05,일,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW875,청주,제주,15:55,17:10,목,2024-04-15,2024-06-30,2024-06-19
도착,이스타항공,ZE223,서울/김포,제주,15:55,17:05,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8199,여수,제주,16:00,16:50,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,제주항공,7C705,대구,제주,16:05,17:15,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,진에어,LJ407,청주,제주,16:05,17:15,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW905,광주,제주,16:10,17:05,목,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1165,서울/김포,제주,16:30,17:40,월+화+수+목+금+토+일,2024-06-01,2024-10-26,2024-06-19
도착,티웨이항공,TW907,광주,제주,16:30,17:25,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,제주항공,7C591,부산/김해,제주,16:35,17:35,목,2024-06-13,2024-06-27,2024-06-19
도착,아시아나항공,OZ8967,서울/김포,제주,16:35,17:50,월+화+수+목+금+토+일,2024-06-01,2024-06-25,2024-06-19
도착,아시아나항공,OZ8967,서울/김포,제주,16:35,17:50,월+화+수+목+금+토+일,2024-06-26,2024-10-26,2024-06-19
도착,이스타항공,ZE225,서울/김포,제주,16:35,17:45,월+수+금+일,2024-06-01,2024-06-30,2024-06-19
도착,이스타항공,ZE225,서울/김포,제주,16:35,17:45,월+수+금+일,2024-07-01,2024-10-26,2024-06-19
도착,에어부산,BX8117,부산/김해,제주,16:40,17:45,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1543,부산/김해,제주,16:40,17:40,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,진에어,LJ455,광주,제주,16:40,17:35,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,제주항공,7C133,서울/김포,제주,16:50,18:00,월+수+목+금+일,2024-03-31,2024-10-26,2024-06-19
